order_id,order_number,customer_id,sales_rep_id,order_date_id,shipping_date_id,region_id,order_status,payment_terms,currency_code,gross_total,discount_total,net_total,created_at
6975,ORD7975,389,16,20240909,20240909,3,Delivered,Net 30,EUR,4301.26,182.73,4118.53,2024-09-09 11:12:43
6976,ORD7976,214,18,20250109,20250119,4,Shipped,Net 30,USD,397.88,282.64,115.24,2025-01-09 08:39:57
6977,ORD7977,36,40,20241224,20250101,4,Pending,Due on Receipt,USD,4612.28,35.47,4576.81,2024-12-24 10:45:56
6978,ORD7978,206,21,20230804,20230813,3,Pending,Net 60,EUR,4061.68,333.72,3727.96,2023-08-04 10:51:10
6979,ORD7979,181,11,20230302,20230303,3,Cancelled,Due on Receipt,USD,3038.42,39.52,2998.90,2023-03-02 15:38:59
6980,ORD7980,11,20,20230306,20230306,4,Pending,Net 30,USD,4319.12,200.19,4118.93,2023-03-06 10:20:52
6981,ORD7981,417,32,20230609,20230616,3,Shipped,Net 30,GBP,3459.81,401.56,3058.25,2023-06-09 18:37:02
6982,ORD7982,403,15,20230205,20230216,4,Pending,Net 60,USD,1610.18,140.26,1469.92,2023-02-05 08:29:46
6983,ORD7983,27,47,20251006,20251015,3,Shipped,Net 30,GBP,1962.79,160.60,1802.19,2025-10-06 15:13:36
6984,ORD7984,49,11,20251028,20251110,3,Cancelled,Net 30,EUR,878.19,457.76,420.43,2025-10-28 09:32:45
6985,ORD7985,222,10,20240605,20240609,3,Cancelled,Net 30,EUR,1784.79,197.89,1586.90,2024-06-05 14:05:13
6986,ORD7986,134,2,20250830,20250907,3,Shipped,Due on Receipt,USD,1683.76,60.92,1622.84,2025-08-30 08:51:55
6987,ORD7987,326,19,20240514,20240523,2,Cancelled,Net 60,USD,3598.32,57.92,3540.40,2024-05-14 17:06:43
6988,ORD7988,162,38,20230218,20230224,3,Cancelled,Due on Receipt,USD,759.50,289.04,470.46,2023-02-18 13:51:08
6989,ORD7989,257,41,20230502,20230509,4,Shipped,Net 30,EUR,869.27,30.37,838.90,2023-05-02 17:12:12
6990,ORD7990,26,27,20231019,20231019,2,Shipped,Due on Receipt,EUR,1673.98,392.86,1281.12,2023-10-19 16:18:21
6991,ORD7991,106,17,20251119,20251124,4,Shipped,Net 30,USD,4133.04,223.47,3909.57,2025-11-19 13:55:09
6992,ORD7992,193,6,20240305,20240313,1,Delivered,Net 30,GBP,861.84,59.45,802.39,2024-03-05 14:11:00
6993,ORD7993,66,24,20230515,20230518,3,Cancelled,Net 30,GBP,329.84,185.98,143.86,2023-05-15 18:37:39
6994,ORD7994,153,12,20240818,20240828,4,Shipped,Net 60,USD,3102.63,381.82,2720.81,2024-08-18 08:30:01
6995,ORD7995,194,12,20241230,20250104,1,Pending,Net 60,GBP,1719.52,242.50,1477.02,2024-12-30 12:09:54
6996,ORD7996,473,7,20250920,20250925,3,Pending,Net 60,USD,4106.22,392.62,3713.60,2025-09-20 12:07:42
6997,ORD7997,136,37,20250609,20250614,1,Shipped,Due on Receipt,EUR,1575.32,431.98,1143.34,2025-06-09 16:47:53
6998,ORD7998,154,4,20250525,20250531,4,Cancelled,Net 30,EUR,461.65,402.98,58.67,2025-05-25 09:55:33
6999,ORD7999,225,18,20230128,20230203,1,Pending,Net 60,USD,547.72,19.72,528.00,2023-01-28 08:58:12
7000,ORD8000,222,30,20241011,20241013,4,Shipped,Due on Receipt,USD,664.41,439.87,224.54,2024-10-11 11:23:39
7001,ORD8001,376,18,20241228,20250111,3,Pending,Net 60,USD,4747.22,225.29,4521.93,2024-12-28 13:19:29
7002,ORD8002,320,16,20251002,20251007,4,Delivered,Net 30,USD,4718.10,340.39,4377.71,2025-10-02 18:07:55
7003,ORD8003,476,46,20251015,20251026,1,Shipped,Net 60,GBP,1549.28,79.33,1469.95,2025-10-15 10:00:49
7004,ORD8004,110,27,20230123,20230124,1,Shipped,Due on Receipt,EUR,1579.69,93.31,1486.38,2023-01-23 11:11:15
7005,ORD8005,389,19,20230311,20230315,2,Delivered,Net 30,GBP,3787.25,243.74,3543.51,2023-03-11 11:45:36
7006,ORD8006,150,13,20250917,20250918,1,Pending,Net 30,GBP,3478.86,151.90,3326.96,2025-09-17 14:00:38
7007,ORD8007,170,8,20230415,20230425,3,Shipped,Net 60,GBP,1120.60,461.65,658.95,2023-04-15 09:15:36
7008,ORD8008,19,23,20231031,20231111,4,Delivered,Due on Receipt,GBP,3825.36,339.84,3485.52,2023-10-31 11:05:04
7009,ORD8009,212,32,20231225,20240108,4,Cancelled,Net 30,EUR,1266.19,423.64,842.55,2023-12-25 13:34:08
7010,ORD8010,404,7,20230608,20230616,4,Cancelled,Due on Receipt,USD,377.48,12.99,364.49,2023-06-08 18:13:33
7011,ORD8011,81,26,20240801,20240801,2,Pending,Net 60,GBP,3686.99,147.43,3539.56,2024-08-01 15:22:23
7012,ORD8012,206,40,20231117,20231119,2,Shipped,Due on Receipt,GBP,3084.24,289.19,2795.05,2023-11-17 16:57:04
7013,ORD8013,4,39,20230623,20230630,1,Shipped,Net 60,USD,2402.21,14.37,2387.84,2023-06-23 17:53:44
7014,ORD8014,331,8,20241119,20241125,4,Cancelled,Net 60,EUR,2532.05,164.76,2367.29,2024-11-19 18:35:28
7015,ORD8015,80,6,20250929,20251010,4,Delivered,Net 60,USD,3707.32,141.43,3565.89,2025-09-29 12:19:06
7016,ORD8016,231,19,20250912,20250926,2,Delivered,Due on Receipt,EUR,4481.56,497.28,3984.28,2025-09-12 17:33:11
7017,ORD8017,111,10,20251101,20251101,1,Delivered,Due on Receipt,USD,3939.24,480.27,3458.97,2025-11-01 17:43:23
7018,ORD8018,342,18,20250705,20250719,3,Cancelled,Net 30,GBP,1027.13,83.01,944.12,2025-07-05 12:02:51
7019,ORD8019,369,20,20240209,20240210,1,Delivered,Net 30,GBP,303.40,130.88,172.52,2024-02-09 13:09:31
7020,ORD8020,135,23,20240529,20240603,4,Pending,Net 30,GBP,1471.13,105.53,1365.60,2024-05-29 18:11:36
7021,ORD8021,417,12,20241015,20241016,4,Shipped,Net 60,EUR,850.14,293.41,556.73,2024-10-15 15:11:36
7022,ORD8022,100,29,20230310,20230319,1,Pending,Due on Receipt,EUR,1809.05,34.73,1774.32,2023-03-10 18:38:55
7023,ORD8023,430,10,20250620,20250701,2,Shipped,Net 60,GBP,4757.60,216.57,4541.03,2025-06-20 13:35:16
7024,ORD8024,44,6,20240829,20240912,4,Shipped,Net 30,GBP,988.05,119.28,868.77,2024-08-29 16:21:32
7025,ORD8025,388,14,20250915,20250920,2,Pending,Due on Receipt,GBP,2505.45,99.91,2405.54,2025-09-15 08:39:28
7026,ORD8026,48,18,20240923,20240926,3,Pending,Due on Receipt,USD,4751.16,72.58,4678.58,2024-09-23 15:41:17
7027,ORD8027,98,8,20241005,20241007,4,Delivered,Due on Receipt,USD,3003.11,216.04,2787.07,2024-10-05 10:52:59
7028,ORD8028,282,21,20231110,20231116,1,Cancelled,Due on Receipt,EUR,422.30,291.53,130.77,2023-11-10 18:49:22
7029,ORD8029,231,45,20231126,20231206,3,Pending,Net 60,EUR,3099.02,414.67,2684.35,2023-11-26 08:14:39
7030,ORD8030,22,9,20230810,20230824,1,Delivered,Due on Receipt,USD,619.90,50.73,569.17,2023-08-10 08:19:01
7031,ORD8031,279,42,20240416,20240423,4,Cancelled,Due on Receipt,EUR,1566.33,24.65,1541.68,2024-04-16 10:07:46
7032,ORD8032,66,3,20240510,20240519,4,Cancelled,Due on Receipt,EUR,4263.63,384.01,3879.62,2024-05-10 08:40:05
7033,ORD8033,495,8,20230923,20231002,4,Cancelled,Net 60,EUR,1646.07,472.66,1173.41,2023-09-23 08:53:57
7034,ORD8034,298,26,20250608,20250615,4,Cancelled,Net 30,USD,4356.61,474.24,3882.37,2025-06-08 09:43:25
7035,ORD8035,137,36,20251208,20251216,3,Shipped,Net 60,USD,3301.09,393.16,2907.93,2025-12-08 12:17:42
7036,ORD8036,30,18,20240819,20240901,4,Delivered,Net 30,EUR,1834.78,251.04,1583.74,2024-08-19 16:47:18
7037,ORD8037,214,22,20251007,20251021,2,Delivered,Net 60,EUR,2136.10,473.96,1662.14,2025-10-07 15:15:06
7038,ORD8038,162,18,20250812,20250825,1,Shipped,Net 60,GBP,2741.48,106.41,2635.07,2025-08-12 10:05:05
7039,ORD8039,488,7,20251125,20251130,4,Delivered,Net 60,GBP,217.04,215.34,1.70,2025-11-25 11:19:20
7040,ORD8040,353,38,20250919,20250920,4,Shipped,Net 60,GBP,106.34,39.06,67.28,2025-09-19 14:32:53
7041,ORD8041,121,20,20240914,20240916,2,Cancelled,Net 30,EUR,1109.41,308.14,801.27,2024-09-14 16:55:33
7042,ORD8042,170,9,20230618,20230630,3,Cancelled,Net 30,GBP,1127.57,91.00,1036.57,2023-06-18 10:20:34
7043,ORD8043,95,7,20240610,20240610,1,Shipped,Net 60,EUR,3574.79,136.62,3438.17,2024-06-10 16:29:16
7044,ORD8044,178,41,20250815,20250816,3,Delivered,Net 60,GBP,4028.77,34.29,3994.48,2025-08-15 14:08:30
7045,ORD8045,99,16,20230309,20230309,2,Shipped,Net 60,GBP,2157.99,56.48,2101.51,2023-03-09 18:43:39
7046,ORD8046,313,23,20250819,20250831,2,Shipped,Net 30,GBP,1489.95,405.09,1084.86,2025-08-19 16:00:10
7047,ORD8047,431,23,20240506,20240511,2,Cancelled,Net 30,GBP,4334.29,314.99,4019.30,2024-05-06 18:23:38
7048,ORD8048,110,43,20250312,20250312,3,Pending,Net 60,USD,2306.89,291.61,2015.28,2025-03-12 09:25:47
7049,ORD8049,166,28,20240201,20240213,1,Delivered,Net 60,GBP,3081.30,376.34,2704.96,2024-02-01 08:50:42
7050,ORD8050,166,49,20230114,20230118,1,Cancelled,Net 60,GBP,1004.92,396.21,608.71,2023-01-14 13:35:16
7051,ORD8051,485,38,20240214,20240217,2,Cancelled,Due on Receipt,GBP,3981.26,169.41,3811.85,2024-02-14 09:28:59
7052,ORD8052,185,13,20240707,20240707,3,Cancelled,Due on Receipt,USD,2664.02,431.09,2232.93,2024-07-07 15:29:09
7053,ORD8053,79,33,20231012,20231019,1,Pending,Due on Receipt,USD,4884.81,372.55,4512.26,2023-10-12 09:19:00
7054,ORD8054,407,25,20230418,20230426,3,Pending,Due on Receipt,GBP,2536.41,270.92,2265.49,2023-04-18 15:15:27
7055,ORD8055,173,29,20231101,20231105,3,Shipped,Due on Receipt,EUR,4441.16,80.66,4360.50,2023-11-01 09:24:18
7056,ORD8056,355,6,20251125,20251125,1,Delivered,Due on Receipt,GBP,2673.65,386.79,2286.86,2025-11-25 18:38:20
7057,ORD8057,482,42,20231001,20231002,3,Delivered,Due on Receipt,USD,3686.36,457.72,3228.64,2023-10-01 18:08:07
7058,ORD8058,403,28,20240121,20240124,2,Delivered,Net 30,USD,2854.02,375.29,2478.73,2024-01-21 15:36:42
7059,ORD8059,216,38,20230727,20230803,1,Delivered,Net 30,EUR,2389.19,443.51,1945.68,2023-07-27 17:41:03
7060,ORD8060,240,4,20240428,20240504,1,Cancelled,Due on Receipt,USD,1213.84,383.47,830.37,2024-04-28 17:33:51
7061,ORD8061,471,5,20240319,20240325,3,Pending,Net 60,USD,1328.93,91.92,1237.01,2024-03-19 14:45:44
7062,ORD8062,368,22,20230602,20230611,2,Shipped,Net 60,GBP,297.35,173.27,124.08,2023-06-02 14:30:07
7063,ORD8063,402,18,20240827,20240908,1,Pending,Net 60,EUR,2522.01,405.18,2116.83,2024-08-27 16:42:15
7064,ORD8064,169,18,20230409,20230409,4,Cancelled,Net 60,GBP,3744.49,290.63,3453.86,2023-04-09 12:03:40
7065,ORD8065,180,49,20240706,20240710,4,Delivered,Due on Receipt,EUR,4199.80,297.14,3902.66,2024-07-06 10:20:50
7066,ORD8066,127,17,20241015,20241019,4,Cancelled,Net 60,USD,2092.04,30.17,2061.87,2024-10-15 10:11:00
7067,ORD8067,200,24,20230522,20230602,2,Delivered,Due on Receipt,USD,3661.63,449.38,3212.25,2023-05-22 13:44:56
7068,ORD8068,69,44,20240625,20240627,4,Shipped,Due on Receipt,GBP,4140.02,115.87,4024.15,2024-06-25 18:07:57
7069,ORD8069,124,19,20250821,20250821,2,Cancelled,Due on Receipt,USD,1281.69,170.32,1111.37,2025-08-21 14:55:39
7070,ORD8070,245,23,20230513,20230519,2,Shipped,Net 30,EUR,3249.92,51.86,3198.06,2023-05-13 17:16:24
7071,ORD8071,248,26,20230630,20230706,4,Pending,Net 60,EUR,4800.34,311.29,4489.05,2023-06-30 12:33:06
7072,ORD8072,396,50,20241123,20241124,2,Delivered,Net 30,EUR,954.84,162.49,792.35,2024-11-23 12:33:07
7073,ORD8073,158,28,20250211,20250224,1,Delivered,Net 60,USD,1211.72,256.85,954.87,2025-02-11 18:33:00
7074,ORD8074,89,3,20230105,20230114,4,Cancelled,Net 30,EUR,3172.35,357.01,2815.34,2023-01-05 17:51:40
7075,ORD8075,362,32,20240315,20240320,3,Cancelled,Net 30,EUR,3865.89,3.28,3862.61,2024-03-15 09:56:31
7076,ORD8076,459,33,20230306,20230313,2,Cancelled,Net 60,USD,1822.04,56.57,1765.47,2023-03-06 12:35:49
7077,ORD8077,303,27,20230125,20230128,1,Cancelled,Net 30,GBP,1013.29,68.68,944.61,2023-01-25 12:00:06
7078,ORD8078,83,36,20241015,20241024,1,Delivered,Net 30,EUR,3471.06,314.16,3156.90,2024-10-15 13:48:44
7079,ORD8079,74,17,20250927,20251001,4,Delivered,Net 30,USD,146.26,0.62,145.64,2025-09-27 17:18:00
7080,ORD8080,281,7,20230524,20230525,3,Pending,Net 60,GBP,2960.80,264.38,2696.42,2023-05-24 11:26:57
7081,ORD8081,442,15,20230323,20230328,3,Pending,Net 30,USD,4891.98,450.57,4441.41,2023-03-23 09:56:12
7082,ORD8082,237,12,20250204,20250207,2,Shipped,Net 30,EUR,1017.02,488.04,528.98,2025-02-04 09:32:10
7083,ORD8083,210,32,20250507,20250509,1,Cancelled,Net 60,USD,3029.15,289.98,2739.17,2025-05-07 16:04:42
7084,ORD8084,285,6,20240826,20240908,3,Shipped,Due on Receipt,EUR,733.63,357.90,375.73,2024-08-26 11:22:52
7085,ORD8085,162,26,20231016,20231019,1,Cancelled,Net 60,USD,3389.63,495.62,2894.01,2023-10-16 12:56:51
7086,ORD8086,487,34,20230929,20231006,4,Pending,Net 30,GBP,519.45,175.06,344.39,2023-09-29 09:14:29
7087,ORD8087,180,46,20250725,20250807,4,Delivered,Net 30,USD,4189.87,491.68,3698.19,2025-07-25 08:35:31
7088,ORD8088,263,27,20240403,20240412,4,Delivered,Due on Receipt,GBP,3853.35,107.81,3745.54,2024-04-03 17:14:36
7089,ORD8089,452,39,20251004,20251006,3,Pending,Net 60,GBP,246.14,12.64,233.50,2025-10-04 13:10:07
7090,ORD8090,493,7,20240615,20240629,1,Shipped,Net 30,EUR,2145.25,316.17,1829.08,2024-06-15 11:56:34
7091,ORD8091,109,34,20240212,20240222,4,Delivered,Due on Receipt,GBP,4763.92,493.80,4270.12,2024-02-12 17:08:13
7092,ORD8092,355,50,20240724,20240802,2,Delivered,Net 30,USD,1064.49,373.90,690.59,2024-07-24 09:02:58
7093,ORD8093,204,12,20230804,20230817,3,Pending,Due on Receipt,USD,131.43,85.40,46.03,2023-08-04 09:26:17
7094,ORD8094,14,15,20250330,20250401,4,Pending,Net 60,EUR,665.35,264.15,401.20,2025-03-30 16:01:27
7095,ORD8095,432,33,20230809,20230813,1,Pending,Net 30,EUR,3269.06,73.54,3195.52,2023-08-09 17:57:36
7096,ORD8096,193,10,20240811,20240812,3,Cancelled,Net 60,GBP,2687.87,375.36,2312.51,2024-08-11 09:42:57
7097,ORD8097,150,43,20241127,20241210,1,Delivered,Net 60,GBP,4872.44,302.62,4569.82,2024-11-27 13:31:47
7098,ORD8098,424,6,20240413,20240417,1,Pending,Net 60,GBP,1188.40,169.11,1019.29,2024-04-13 10:38:14
7099,ORD8099,119,39,20251125,20251205,2,Cancelled,Net 30,USD,858.14,78.14,780.00,2025-11-25 13:45:39
7100,ORD8100,457,46,20231209,20231221,4,Pending,Due on Receipt,GBP,4193.33,83.16,4110.17,2023-12-09 12:53:28
7101,ORD8101,120,37,20250511,20250516,1,Cancelled,Due on Receipt,EUR,4470.41,83.20,4387.21,2025-05-11 18:57:58
7102,ORD8102,3,35,20231004,20231014,4,Pending,Net 30,GBP,1334.62,5.07,1329.55,2023-10-04 14:18:33
7103,ORD8103,85,43,20240811,20240811,3,Cancelled,Net 60,USD,2214.33,134.58,2079.75,2024-08-11 18:42:24
7104,ORD8104,485,5,20231026,20231102,4,Shipped,Due on Receipt,EUR,3743.08,457.53,3285.55,2023-10-26 13:48:14
7105,ORD8105,68,14,20241026,20241106,4,Shipped,Net 30,EUR,1727.08,146.34,1580.74,2024-10-26 09:16:37
7106,ORD8106,38,48,20230103,20230106,3,Shipped,Net 30,GBP,4646.79,91.20,4555.59,2023-01-03 08:15:03
7107,ORD8107,260,15,20240217,20240223,3,Pending,Due on Receipt,GBP,1431.98,150.28,1281.70,2024-02-17 14:27:12
7108,ORD8108,23,25,20241002,20241010,4,Cancelled,Net 60,USD,360.05,269.83,90.22,2024-10-02 17:17:01
7109,ORD8109,160,27,20230517,20230522,3,Shipped,Net 30,EUR,2369.08,242.69,2126.39,2023-05-17 17:09:44
7110,ORD8110,71,34,20240722,20240731,2,Delivered,Net 60,USD,4932.25,63.32,4868.93,2024-07-22 16:17:51
7111,ORD8111,387,3,20240927,20241010,4,Shipped,Due on Receipt,EUR,3260.38,85.72,3174.66,2024-09-27 17:43:32
7112,ORD8112,101,46,20240714,20240718,4,Delivered,Net 60,GBP,247.60,12.97,234.63,2024-07-14 09:00:56
7113,ORD8113,463,37,20250828,20250906,4,Cancelled,Net 60,USD,346.94,325.63,21.31,2025-08-28 14:53:16
7114,ORD8114,69,43,20230824,20230906,2,Shipped,Due on Receipt,GBP,2073.67,203.32,1870.35,2023-08-24 18:33:38
7115,ORD8115,222,37,20250718,20250731,4,Delivered,Due on Receipt,USD,2945.61,420.42,2525.19,2025-07-18 16:55:59
7116,ORD8116,496,13,20250828,20250830,3,Delivered,Net 30,GBP,729.96,445.49,284.47,2025-08-28 11:46:05
7117,ORD8117,207,3,20250726,20250804,3,Pending,Net 30,EUR,1500.09,34.37,1465.72,2025-07-26 15:20:33
7118,ORD8118,40,48,20240920,20240924,3,Shipped,Net 60,GBP,2351.32,31.75,2319.57,2024-09-20 12:23:31
7119,ORD8119,292,45,20251112,20251125,3,Shipped,Net 30,GBP,285.85,16.30,269.55,2025-11-12 08:51:43
7120,ORD8120,254,42,20250623,20250701,1,Shipped,Net 30,GBP,3894.26,428.76,3465.50,2025-06-23 09:30:33
7121,ORD8121,453,9,20230429,20230508,3,Shipped,Net 30,EUR,3552.81,393.39,3159.42,2023-04-29 13:28:14
7122,ORD8122,95,16,20250402,20250416,2,Cancelled,Due on Receipt,GBP,281.14,127.49,153.65,2025-04-02 13:18:09
7123,ORD8123,364,34,20231209,20231209,2,Delivered,Net 30,EUR,4577.38,307.00,4270.38,2023-12-09 18:05:08
7124,ORD8124,160,36,20230319,20230330,2,Cancelled,Due on Receipt,GBP,2149.08,351.83,1797.25,2023-03-19 12:49:21
7125,ORD8125,248,10,20251112,20251117,4,Delivered,Due on Receipt,USD,2449.91,11.57,2438.34,2025-11-12 11:42:47
7126,ORD8126,246,45,20230612,20230616,4,Pending,Due on Receipt,EUR,2030.42,116.86,1913.56,2023-06-12 18:37:46
7127,ORD8127,63,16,20230323,20230324,4,Shipped,Net 30,USD,2657.97,413.19,2244.78,2023-03-23 15:16:00
7128,ORD8128,303,19,20240703,20240706,4,Delivered,Due on Receipt,USD,1375.56,269.09,1106.47,2024-07-03 09:48:48
7129,ORD8129,334,28,20230620,20230625,3,Delivered,Due on Receipt,GBP,4524.39,71.12,4453.27,2023-06-20 16:25:16
7130,ORD8130,72,6,20230828,20230902,3,Pending,Due on Receipt,GBP,513.77,204.10,309.67,2023-08-28 11:32:26
7131,ORD8131,313,2,20240908,20240922,3,Delivered,Net 30,USD,138.31,110.03,28.28,2024-09-08 08:12:09
7132,ORD8132,166,22,20240206,20240215,3,Pending,Net 30,GBP,2300.56,5.53,2295.03,2024-02-06 13:52:26
7133,ORD8133,214,46,20231014,20231014,3,Shipped,Due on Receipt,USD,3070.68,426.18,2644.50,2023-10-14 13:36:31
7134,ORD8134,238,4,20230627,20230627,4,Pending,Due on Receipt,EUR,2006.85,403.32,1603.53,2023-06-27 09:47:48
7135,ORD8135,324,1,20231006,20231008,2,Delivered,Net 30,EUR,1134.38,333.04,801.34,2023-10-06 11:22:45
7136,ORD8136,353,32,20241014,20241017,3,Shipped,Net 60,USD,4109.99,350.86,3759.13,2024-10-14 13:25:02
7137,ORD8137,361,20,20231219,20231220,1,Delivered,Due on Receipt,USD,4258.30,110.24,4148.06,2023-12-19 16:10:16
7138,ORD8138,471,12,20240409,20240423,2,Delivered,Net 30,GBP,3142.85,243.89,2898.96,2024-04-09 12:44:34
7139,ORD8139,219,47,20250217,20250228,1,Pending,Net 30,USD,365.64,167.69,197.95,2025-02-17 11:37:55
7140,ORD8140,488,7,20230305,20230316,3,Pending,Net 60,USD,2352.67,313.81,2038.86,2023-03-05 08:59:33
7141,ORD8141,103,45,20251227,20251231,3,Shipped,Net 30,GBP,3681.84,31.52,3650.32,2025-12-27 13:41:12
7142,ORD8142,316,11,20250201,20250204,2,Pending,Due on Receipt,EUR,1433.67,325.25,1108.42,2025-02-01 18:38:21
7143,ORD8143,164,11,20230419,20230430,1,Pending,Due on Receipt,USD,4080.19,131.52,3948.67,2023-04-19 16:58:26
7144,ORD8144,229,43,20240309,20240323,4,Cancelled,Due on Receipt,USD,4286.27,92.49,4193.78,2024-03-09 14:45:39
7145,ORD8145,310,11,20240216,20240228,4,Pending,Net 30,EUR,2687.90,325.06,2362.84,2024-02-16 17:26:32
7146,ORD8146,364,27,20240130,20240212,4,Shipped,Due on Receipt,USD,365.42,117.02,248.40,2024-01-30 15:25:17
7147,ORD8147,317,18,20231018,20231029,3,Shipped,Net 30,USD,2855.64,420.17,2435.47,2023-10-18 09:57:32
7148,ORD8148,187,6,20250207,20250213,2,Shipped,Net 60,EUR,3975.73,365.75,3609.98,2025-02-07 17:04:30
7149,ORD8149,311,30,20230819,20230822,2,Pending,Net 30,EUR,2225.38,345.35,1880.03,2023-08-19 16:25:27
7150,ORD8150,301,26,20230601,20230607,2,Pending,Net 60,GBP,1842.66,24.00,1818.66,2023-06-01 10:17:53
7151,ORD8151,6,48,20241001,20241015,2,Cancelled,Net 30,EUR,574.41,240.00,334.41,2024-10-01 08:42:43
7152,ORD8152,470,32,20250910,20250923,4,Cancelled,Net 30,USD,3154.83,259.88,2894.95,2025-09-10 12:01:16
7153,ORD8153,422,10,20250517,20250529,1,Delivered,Due on Receipt,GBP,2080.91,148.56,1932.35,2025-05-17 16:26:12
7154,ORD8154,352,18,20230129,20230209,2,Delivered,Net 30,USD,3512.56,397.82,3114.74,2023-01-29 10:24:38
7155,ORD8155,125,43,20240529,20240611,3,Delivered,Net 30,GBP,1071.30,252.21,819.09,2024-05-29 08:41:41
7156,ORD8156,282,11,20230514,20230526,2,Shipped,Net 30,EUR,2092.67,69.37,2023.30,2023-05-14 13:58:39
7157,ORD8157,141,1,20230203,20230217,3,Delivered,Net 30,USD,3278.02,147.30,3130.72,2023-02-03 11:33:15
7158,ORD8158,72,16,20241018,20241028,2,Pending,Net 30,GBP,3795.34,254.93,3540.41,2024-10-18 12:19:56
7159,ORD8159,58,13,20231006,20231008,2,Pending,Due on Receipt,EUR,2444.86,428.48,2016.38,2023-10-06 11:37:11
7160,ORD8160,475,27,20251022,20251103,3,Delivered,Net 60,GBP,285.33,73.61,211.72,2025-10-22 11:57:40
7161,ORD8161,33,9,20250406,20250417,4,Shipped,Net 30,GBP,1256.55,56.25,1200.30,2025-04-06 18:01:20
7162,ORD8162,232,26,20240829,20240904,1,Pending,Due on Receipt,GBP,1080.59,158.01,922.58,2024-08-29 15:30:14
7163,ORD8163,173,40,20250816,20250823,2,Delivered,Due on Receipt,EUR,1872.73,109.03,1763.70,2025-08-16 17:42:44
7164,ORD8164,292,21,20240131,20240214,2,Shipped,Due on Receipt,USD,930.96,132.91,798.05,2024-01-31 18:47:15
7165,ORD8165,447,2,20251213,20251225,4,Pending,Net 30,USD,1522.11,151.99,1370.12,2025-12-13 11:46:33
7166,ORD8166,462,18,20230703,20230713,4,Cancelled,Net 60,USD,4572.90,236.67,4336.23,2023-07-03 16:00:52
7167,ORD8167,386,20,20250412,20250424,3,Shipped,Net 60,GBP,2465.67,273.49,2192.18,2025-04-12 14:32:38
7168,ORD8168,485,33,20241009,20241010,3,Pending,Due on Receipt,GBP,822.42,383.31,439.11,2024-10-09 08:47:06
7169,ORD8169,105,27,20250320,20250323,1,Delivered,Net 60,USD,4016.07,435.11,3580.96,2025-03-20 15:00:50
7170,ORD8170,183,27,20230801,20230806,3,Shipped,Due on Receipt,GBP,1437.26,44.64,1392.62,2023-08-01 12:11:58
7171,ORD8171,215,5,20241007,20241007,3,Shipped,Net 30,USD,3078.44,62.48,3015.96,2024-10-07 18:41:35
7172,ORD8172,396,33,20240701,20240712,1,Pending,Net 60,EUR,265.15,168.61,96.54,2024-07-01 09:42:07
7173,ORD8173,340,20,20231216,20231226,3,Pending,Due on Receipt,GBP,2759.57,209.83,2549.74,2023-12-16 13:32:44
7174,ORD8174,271,7,20250323,20250403,1,Shipped,Net 60,EUR,1209.72,165.76,1043.96,2025-03-23 09:37:31
7175,ORD8175,150,46,20250101,20250106,3,Cancelled,Due on Receipt,EUR,2139.72,419.64,1720.08,2025-01-01 10:18:31
7176,ORD8176,354,47,20251230,20251231,3,Delivered,Net 30,EUR,1341.17,294.60,1046.57,2025-12-30 10:09:03
7177,ORD8177,352,6,20230214,20230214,4,Cancelled,Net 60,USD,4987.40,213.94,4773.46,2023-02-14 12:43:37
7178,ORD8178,450,32,20230906,20230915,4,Cancelled,Net 60,USD,966.15,66.32,899.83,2023-09-06 15:25:15
7179,ORD8179,178,24,20240831,20240911,4,Cancelled,Net 60,USD,1237.91,340.02,897.89,2024-08-31 17:12:54
7180,ORD8180,451,6,20250330,20250401,1,Shipped,Due on Receipt,USD,4062.93,101.41,3961.52,2025-03-30 10:08:38
7181,ORD8181,86,37,20250902,20250912,1,Cancelled,Net 60,GBP,2965.76,441.66,2524.10,2025-09-02 18:43:52
7182,ORD8182,396,16,20230926,20231003,4,Delivered,Due on Receipt,GBP,1836.36,49.39,1786.97,2023-09-26 09:49:55
7183,ORD8183,195,10,20250824,20250825,1,Cancelled,Due on Receipt,USD,4878.49,426.94,4451.55,2025-08-24 17:58:16
7184,ORD8184,499,43,20240905,20240915,3,Shipped,Due on Receipt,EUR,3209.56,221.99,2987.57,2024-09-05 12:58:22
7185,ORD8185,141,6,20240114,20240117,1,Delivered,Net 30,USD,4410.22,149.89,4260.33,2024-01-14 14:44:11
7186,ORD8186,294,26,20231115,20231126,4,Pending,Due on Receipt,USD,4339.04,198.63,4140.41,2023-11-15 12:29:19
7187,ORD8187,190,46,20240403,20240410,1,Delivered,Net 60,GBP,1646.53,62.03,1584.50,2024-04-03 14:00:20
7188,ORD8188,23,18,20251107,20251120,4,Shipped,Due on Receipt,USD,2284.57,31.51,2253.06,2025-11-07 10:14:30
7189,ORD8189,363,16,20250928,20251004,3,Cancelled,Net 60,EUR,4179.29,259.31,3919.98,2025-09-28 14:16:09
7190,ORD8190,388,40,20241002,20241006,1,Pending,Net 60,GBP,2410.11,248.34,2161.77,2024-10-02 15:51:16
